object_id,object_system,object_code
IDFM:monomodalStopPlace:58270,source,FR::monomodalStopPlace:58270:FR1
IDFM:monomodalStopPlace:47918,netex_monomodal_stopplace,monomodalStopPlace:47918
IDFM:monomodalStopPlace:47918,netex_zder_quay,41112
IDFM:monomodalStopPlace:47918,netex_zder_quay,470610
IDFM:monomodalStopPlace:47918,netex_zder_quay,472941
IDFM:monomodalStopPlace:47918,netex_zder_quay,monomodalStopPlace:47918
IDFM:monomodalStopPlace:47918,source,FR::monomodalStopPlace:47918:FR1
IDFM:monomodalStopPlace:473159,netex_monomodal_stopplace,monomodalStopPlace:473159
IDFM:monomodalStopPlace:473159,netex_zder_quay,411425
IDFM:monomodalStopPlace:473159,netex_zder_quay,472400
IDFM:monomodalStopPlace:473159,netex_zder_quay,472457
IDFM:monomodalStopPlace:473159,netex_zder_quay,monomodalStopPlace:473159
IDFM:monomodalStopPlace:473159,source,FR::monomodalStopPlace:473159:FR1
IDFM:monomodalStopPlace:46689,netex_monomodal_stopplace,monomodalStopPlace:46689
IDFM:monomodalStopPlace:46689,netex_zder_quay,41192
IDFM:monomodalStopPlace:46689,netex_zder_quay,472236
IDFM:monomodalStopPlace:46689,netex_zder_quay,473014
IDFM:monomodalStopPlace:46689,netex_zder_quay,monomodalStopPlace:46689
IDFM:monomodalStopPlace:46689,source,FR::monomodalStopPlace:46689:FR1
IDFM:monomodalStopPlace:47915,netex_monomodal_stopplace,monomodalStopPlace:47915
IDFM:monomodalStopPlace:47915,netex_zder_quay,411358
IDFM:monomodalStopPlace:47915,netex_zder_quay,472019
IDFM:monomodalStopPlace:47915,netex_zder_quay,472135
IDFM:monomodalStopPlace:47915,netex_zder_quay,472259
IDFM:monomodalStopPlace:47915,netex_zder_quay,472507
IDFM:monomodalStopPlace:47915,netex_zder_quay,monomodalStopPlace:47915
IDFM:monomodalStopPlace:47915,source,FR::monomodalStopPlace:47915:FR1
IDFM:monomodalStopPlace:46647,netex_monomodal_stopplace,monomodalStopPlace:46647
IDFM:monomodalStopPlace:46647,netex_zder_quay,41528
IDFM:monomodalStopPlace:46647,netex_zder_quay,471010
IDFM:monomodalStopPlace:46647,netex_zder_quay,473017
IDFM:monomodalStopPlace:46647,netex_zder_quay,monomodalStopPlace:46647
IDFM:monomodalStopPlace:46647,source,FR::monomodalStopPlace:46647:FR1
IDFM:monomodalStopPlace:474069,netex_monomodal_stopplace,monomodalStopPlace:474069
IDFM:monomodalStopPlace:474069,netex_zder_quay,412846
IDFM:monomodalStopPlace:474069,netex_zder_quay,473931
IDFM:monomodalStopPlace:474069,netex_zder_quay,474063
IDFM:monomodalStopPlace:474069,netex_zder_quay,monomodalStopPlace:474069
IDFM:monomodalStopPlace:474069,source,FR::monomodalStopPlace:474069:FR1
IDFM:monomodalStopPlace:474082,netex_monomodal_stopplace,monomodalStopPlace:474082
IDFM:monomodalStopPlace:474082,netex_zder_quay,412823
IDFM:monomodalStopPlace:474082,netex_zder_quay,474032
IDFM:monomodalStopPlace:474082,netex_zder_quay,474033
IDFM:monomodalStopPlace:474082,netex_zder_quay,474041
IDFM:monomodalStopPlace:474082,netex_zder_quay,479183
IDFM:monomodalStopPlace:474082,netex_zder_quay,monomodalStopPlace:474082
IDFM:monomodalStopPlace:474082,source,FR::monomodalStopPlace:474082:FR1
IDFM:monomodalStopPlace:45102,netex_monomodal_stopplace,monomodalStopPlace:45102
IDFM:monomodalStopPlace:45102,netex_zder_quay,412815
IDFM:monomodalStopPlace:45102,netex_zder_quay,471322
IDFM:monomodalStopPlace:45102,netex_zder_quay,471719
IDFM:monomodalStopPlace:45102,netex_zder_quay,471817
IDFM:monomodalStopPlace:45102,netex_zder_quay,472634
IDFM:monomodalStopPlace:45102,netex_zder_quay,472764
IDFM:monomodalStopPlace:45102,netex_zder_quay,472996
IDFM:monomodalStopPlace:45102,netex_zder_quay,473921
IDFM:monomodalStopPlace:45102,netex_zder_quay,473989
IDFM:monomodalStopPlace:45102,netex_zder_quay,473990
IDFM:monomodalStopPlace:45102,netex_zder_quay,473993
IDFM:monomodalStopPlace:45102,netex_zder_quay,monomodalStopPlace:45102
IDFM:monomodalStopPlace:45102,source,FR::monomodalStopPlace:45102:FR1
IDFM:monomodalStopPlace:46736,netex_monomodal_stopplace,monomodalStopPlace:46736
IDFM:monomodalStopPlace:46736,netex_zder_quay,41077
IDFM:monomodalStopPlace:46736,netex_zder_quay,470808
IDFM:monomodalStopPlace:46736,netex_zder_quay,472648
IDFM:monomodalStopPlace:46736,netex_zder_quay,monomodalStopPlace:46736
IDFM:monomodalStopPlace:46736,source,FR::monomodalStopPlace:46736:FR1
IDFM:monomodalStopPlace:46731,netex_monomodal_stopplace,monomodalStopPlace:46731
IDFM:monomodalStopPlace:46731,netex_zder_quay,41080
IDFM:monomodalStopPlace:46731,netex_zder_quay,471777
IDFM:monomodalStopPlace:46731,netex_zder_quay,473013
IDFM:monomodalStopPlace:46731,netex_zder_quay,monomodalStopPlace:46731
IDFM:monomodalStopPlace:46731,source,FR::monomodalStopPlace:46731:FR1
IDFM:monomodalStopPlace:46725,netex_monomodal_stopplace,monomodalStopPlace:46725
IDFM:monomodalStopPlace:46725,netex_zder_quay,411403
IDFM:monomodalStopPlace:46725,netex_zder_quay,470683
IDFM:monomodalStopPlace:46725,netex_zder_quay,471813
IDFM:monomodalStopPlace:46725,netex_zder_quay,472374
IDFM:monomodalStopPlace:46725,netex_zder_quay,472470
IDFM:monomodalStopPlace:46725,netex_zder_quay,monomodalStopPlace:46725
IDFM:monomodalStopPlace:46725,source,FR::monomodalStopPlace:46725:FR1
IDFM:monomodalStopPlace:47916,netex_monomodal_stopplace,monomodalStopPlace:47916
IDFM:monomodalStopPlace:47916,netex_zder_quay,41149
IDFM:monomodalStopPlace:47916,netex_zder_quay,471059
IDFM:monomodalStopPlace:47916,netex_zder_quay,472150
IDFM:monomodalStopPlace:47916,netex_zder_quay,monomodalStopPlace:47916
IDFM:monomodalStopPlace:47916,source,FR::monomodalStopPlace:47916:FR1
IDFM:monomodalStopPlace:45067,netex_monomodal_stopplace,monomodalStopPlace:45067
IDFM:monomodalStopPlace:45067,netex_zder_quay,41360
IDFM:monomodalStopPlace:45067,netex_zder_quay,470943
IDFM:monomodalStopPlace:45067,netex_zder_quay,470949
IDFM:monomodalStopPlace:45067,netex_zder_quay,471784
IDFM:monomodalStopPlace:45067,netex_zder_quay,472195
IDFM:monomodalStopPlace:45067,netex_zder_quay,472465
IDFM:monomodalStopPlace:45067,netex_zder_quay,472886
IDFM:monomodalStopPlace:45067,netex_zder_quay,473001
IDFM:monomodalStopPlace:45067,netex_zder_quay,482931
IDFM:monomodalStopPlace:45067,netex_zder_quay,monomodalStopPlace:45067
IDFM:monomodalStopPlace:45067,source,FR::monomodalStopPlace:45067:FR1
IDFM:monomodalStopPlace:47900,netex_monomodal_stopplace,monomodalStopPlace:47900
IDFM:monomodalStopPlace:47900,netex_zder_quay,41019
IDFM:monomodalStopPlace:47900,netex_zder_quay,470867
IDFM:monomodalStopPlace:47900,netex_zder_quay,471194
IDFM:monomodalStopPlace:47900,netex_zder_quay,471654
IDFM:monomodalStopPlace:47900,netex_zder_quay,471698
IDFM:monomodalStopPlace:47900,netex_zder_quay,474001
IDFM:monomodalStopPlace:47900,netex_zder_quay,474002
IDFM:monomodalStopPlace:47900,netex_zder_quay,monomodalStopPlace:47900
IDFM:monomodalStopPlace:47900,source,FR::monomodalStopPlace:47900:FR1
IDFM:monomodalStopPlace:47901,netex_monomodal_stopplace,monomodalStopPlace:47901
IDFM:monomodalStopPlace:47901,netex_zder_quay,41014
IDFM:monomodalStopPlace:47901,netex_zder_quay,471874
IDFM:monomodalStopPlace:47901,netex_zder_quay,471977
IDFM:monomodalStopPlace:47901,netex_zder_quay,472187
IDFM:monomodalStopPlace:47901,netex_zder_quay,472799
IDFM:monomodalStopPlace:47901,netex_zder_quay,monomodalStopPlace:47901
IDFM:monomodalStopPlace:47901,source,FR::monomodalStopPlace:47901:FR1
IDFM:monomodalStopPlace:46850,netex_monomodal_stopplace,monomodalStopPlace:46850
IDFM:monomodalStopPlace:46850,netex_zder_quay,41254
IDFM:monomodalStopPlace:46850,netex_zder_quay,471222
IDFM:monomodalStopPlace:46850,netex_zder_quay,472848
IDFM:monomodalStopPlace:46850,netex_zder_quay,monomodalStopPlace:46850
IDFM:monomodalStopPlace:46850,source,FR::monomodalStopPlace:46850:FR1
IDFM:monomodalStopPlace:46857,netex_monomodal_stopplace,monomodalStopPlace:46857
IDFM:monomodalStopPlace:46857,netex_zder_quay,41231
IDFM:monomodalStopPlace:46857,netex_zder_quay,471879
IDFM:monomodalStopPlace:46857,netex_zder_quay,472129
IDFM:monomodalStopPlace:46857,netex_zder_quay,monomodalStopPlace:46857
IDFM:monomodalStopPlace:46857,source,FR::monomodalStopPlace:46857:FR1
IDFM:monomodalStopPlace:47905,netex_monomodal_stopplace,monomodalStopPlace:47905
IDFM:monomodalStopPlace:47905,netex_zder_quay,41302
IDFM:monomodalStopPlace:47905,netex_zder_quay,470716
IDFM:monomodalStopPlace:47905,netex_zder_quay,472759
IDFM:monomodalStopPlace:47905,netex_zder_quay,480220
IDFM:monomodalStopPlace:47905,netex_zder_quay,monomodalStopPlace:47905
IDFM:monomodalStopPlace:47905,source,FR::monomodalStopPlace:47905:FR1
IDFM:monomodalStopPlace:47904,netex_monomodal_stopplace,monomodalStopPlace:47904
IDFM:monomodalStopPlace:47904,netex_zder_quay,41356
IDFM:monomodalStopPlace:47904,netex_zder_quay,470623
IDFM:monomodalStopPlace:47904,netex_zder_quay,471346
IDFM:monomodalStopPlace:47904,netex_zder_quay,monomodalStopPlace:47904
IDFM:monomodalStopPlace:47904,source,FR::monomodalStopPlace:47904:FR1
IDFM:monomodalStopPlace:47906,netex_monomodal_stopplace,monomodalStopPlace:47906
IDFM:monomodalStopPlace:47906,netex_zder_quay,41346
IDFM:monomodalStopPlace:47906,netex_zder_quay,472133
IDFM:monomodalStopPlace:47906,netex_zder_quay,472557
IDFM:monomodalStopPlace:47906,netex_zder_quay,monomodalStopPlace:47906
IDFM:monomodalStopPlace:47906,source,FR::monomodalStopPlace:47906:FR1
IDFM:monomodalStopPlace:47903,netex_monomodal_stopplace,monomodalStopPlace:47903
IDFM:monomodalStopPlace:47903,netex_zder_quay,41235
IDFM:monomodalStopPlace:47903,netex_zder_quay,471183
IDFM:monomodalStopPlace:47903,netex_zder_quay,472146
IDFM:monomodalStopPlace:47903,netex_zder_quay,monomodalStopPlace:47903
IDFM:monomodalStopPlace:47903,source,FR::monomodalStopPlace:47903:FR1
IDFM:monomodalStopPlace:47909,netex_monomodal_stopplace,monomodalStopPlace:47909
IDFM:monomodalStopPlace:47909,netex_zder_quay,41361
IDFM:monomodalStopPlace:47909,netex_zder_quay,471039
IDFM:monomodalStopPlace:47909,netex_zder_quay,471708
IDFM:monomodalStopPlace:47909,netex_zder_quay,471852
IDFM:monomodalStopPlace:47909,netex_zder_quay,471941
IDFM:monomodalStopPlace:47909,netex_zder_quay,472568
IDFM:monomodalStopPlace:47909,netex_zder_quay,472572
IDFM:monomodalStopPlace:47909,netex_zder_quay,472714
IDFM:monomodalStopPlace:47909,netex_zder_quay,monomodalStopPlace:47909
IDFM:monomodalStopPlace:47909,source,FR::monomodalStopPlace:47909:FR1
IDFM:monomodalStopPlace:47907,netex_monomodal_stopplace,monomodalStopPlace:47907
IDFM:monomodalStopPlace:47907,netex_zder_quay,41326
IDFM:monomodalStopPlace:47907,netex_zder_quay,472171
IDFM:monomodalStopPlace:47907,netex_zder_quay,472299
IDFM:monomodalStopPlace:47907,netex_zder_quay,472867
IDFM:monomodalStopPlace:47907,netex_zder_quay,480223
IDFM:monomodalStopPlace:47907,netex_zder_quay,monomodalStopPlace:47907
IDFM:monomodalStopPlace:47907,source,FR::monomodalStopPlace:47907:FR1
IDFM:monomodalStopPlace:47914,netex_monomodal_stopplace,monomodalStopPlace:47914
IDFM:monomodalStopPlace:47914,netex_zder_quay,41040
IDFM:monomodalStopPlace:47914,netex_zder_quay,471114
IDFM:monomodalStopPlace:47914,netex_zder_quay,471623
IDFM:monomodalStopPlace:47914,netex_zder_quay,471787
IDFM:monomodalStopPlace:47914,netex_zder_quay,472765
IDFM:monomodalStopPlace:47914,netex_zder_quay,monomodalStopPlace:47914
IDFM:monomodalStopPlace:47914,source,FR::monomodalStopPlace:47914:FR1
IDFM:monomodalStopPlace:47910,netex_monomodal_stopplace,monomodalStopPlace:47910
IDFM:monomodalStopPlace:47910,netex_zder_quay,41376
IDFM:monomodalStopPlace:47910,netex_zder_quay,471220
IDFM:monomodalStopPlace:47910,netex_zder_quay,471462
IDFM:monomodalStopPlace:47910,netex_zder_quay,471469
IDFM:monomodalStopPlace:47910,netex_zder_quay,472212
IDFM:monomodalStopPlace:47910,netex_zder_quay,472370
IDFM:monomodalStopPlace:47910,netex_zder_quay,472979
IDFM:monomodalStopPlace:47910,netex_zder_quay,monomodalStopPlace:47910
IDFM:monomodalStopPlace:47910,source,FR::monomodalStopPlace:47910:FR1
IDFM:monomodalStopPlace:47911,netex_monomodal_stopplace,monomodalStopPlace:47911
IDFM:monomodalStopPlace:47911,netex_zder_quay,41372
IDFM:monomodalStopPlace:47911,netex_zder_quay,471198
IDFM:monomodalStopPlace:47911,netex_zder_quay,471830
IDFM:monomodalStopPlace:47911,netex_zder_quay,monomodalStopPlace:47911
IDFM:monomodalStopPlace:47911,source,FR::monomodalStopPlace:47911:FR1
IDFM:monomodalStopPlace:47917,netex_monomodal_stopplace,monomodalStopPlace:47917
IDFM:monomodalStopPlace:47917,netex_zder_quay,472379
IDFM:monomodalStopPlace:47917,netex_zder_quay,472965
IDFM:monomodalStopPlace:47917,netex_zder_quay,monomodalStopPlace:47917
IDFM:monomodalStopPlace:47917,source,FR::monomodalStopPlace:47917:FR1
IDFM:monomodalStopPlace:47920,netex_monomodal_stopplace,monomodalStopPlace:47920
IDFM:monomodalStopPlace:47920,netex_zder_quay,41116
IDFM:monomodalStopPlace:47920,netex_zder_quay,470642
IDFM:monomodalStopPlace:47920,netex_zder_quay,472369
IDFM:monomodalStopPlace:47920,netex_zder_quay,monomodalStopPlace:47920
IDFM:monomodalStopPlace:47920,source,FR::monomodalStopPlace:47920:FR1
IDFM:monomodalStopPlace:47923,netex_monomodal_stopplace,monomodalStopPlace:47923
IDFM:monomodalStopPlace:47923,netex_zder_quay,41171
IDFM:monomodalStopPlace:47923,netex_zder_quay,470981
IDFM:monomodalStopPlace:47923,netex_zder_quay,471561
IDFM:monomodalStopPlace:47923,netex_zder_quay,471714
IDFM:monomodalStopPlace:47923,netex_zder_quay,471758
IDFM:monomodalStopPlace:47923,netex_zder_quay,471815
IDFM:monomodalStopPlace:47923,netex_zder_quay,472101
IDFM:monomodalStopPlace:47923,netex_zder_quay,472238
IDFM:monomodalStopPlace:47923,netex_zder_quay,472599
IDFM:monomodalStopPlace:47923,netex_zder_quay,monomodalStopPlace:47923
IDFM:monomodalStopPlace:47923,source,FR::monomodalStopPlace:47923:FR1
IDFM:monomodalStopPlace:47922,netex_monomodal_stopplace,monomodalStopPlace:47922
IDFM:monomodalStopPlace:47922,netex_zder_quay,41142
IDFM:monomodalStopPlace:47922,netex_zder_quay,470764
IDFM:monomodalStopPlace:47922,netex_zder_quay,471090
IDFM:monomodalStopPlace:47922,netex_zder_quay,monomodalStopPlace:47922
IDFM:monomodalStopPlace:47922,source,FR::monomodalStopPlace:47922:FR1
IDFM:monomodalStopPlace:47921,netex_monomodal_stopplace,monomodalStopPlace:47921
IDFM:monomodalStopPlace:47921,netex_zder_quay,41236
IDFM:monomodalStopPlace:47921,netex_zder_quay,471444
IDFM:monomodalStopPlace:47921,netex_zder_quay,472406
IDFM:monomodalStopPlace:47921,netex_zder_quay,monomodalStopPlace:47921
IDFM:monomodalStopPlace:47921,source,FR::monomodalStopPlace:47921:FR1
IDFM:monomodalStopPlace:47927,netex_monomodal_stopplace,monomodalStopPlace:47927
IDFM:monomodalStopPlace:47927,netex_zder_quay,41300
IDFM:monomodalStopPlace:47927,netex_zder_quay,471964
IDFM:monomodalStopPlace:47927,netex_zder_quay,472432
IDFM:monomodalStopPlace:47927,netex_zder_quay,480213
IDFM:monomodalStopPlace:47927,netex_zder_quay,monomodalStopPlace:47927
IDFM:monomodalStopPlace:47927,source,FR::monomodalStopPlace:47927:FR1
IDFM:monomodalStopPlace:47928,netex_monomodal_stopplace,monomodalStopPlace:47928
IDFM:monomodalStopPlace:47928,netex_zder_quay,41061
IDFM:monomodalStopPlace:47928,netex_zder_quay,471406
IDFM:monomodalStopPlace:47928,netex_zder_quay,472092
IDFM:monomodalStopPlace:47928,netex_zder_quay,monomodalStopPlace:47928
IDFM:monomodalStopPlace:47928,source,FR::monomodalStopPlace:47928:FR1
IDFM:monomodalStopPlace:47929,netex_monomodal_stopplace,monomodalStopPlace:47929
IDFM:monomodalStopPlace:47929,netex_zder_quay,41147
IDFM:monomodalStopPlace:47929,netex_zder_quay,472114
IDFM:monomodalStopPlace:47929,netex_zder_quay,472603
IDFM:monomodalStopPlace:47929,netex_zder_quay,monomodalStopPlace:47929
IDFM:monomodalStopPlace:47929,source,FR::monomodalStopPlace:47929:FR1
IDFM:monomodalStopPlace:47924,netex_monomodal_stopplace,monomodalStopPlace:47924
IDFM:monomodalStopPlace:47924,netex_zder_quay,41365
IDFM:monomodalStopPlace:47924,netex_zder_quay,471212
IDFM:monomodalStopPlace:47924,netex_zder_quay,471545
IDFM:monomodalStopPlace:47924,netex_zder_quay,472445
IDFM:monomodalStopPlace:47924,netex_zder_quay,472771
IDFM:monomodalStopPlace:47924,netex_zder_quay,monomodalStopPlace:47924
IDFM:monomodalStopPlace:47924,source,FR::monomodalStopPlace:47924:FR1
IDFM:monomodalStopPlace:47925,netex_monomodal_stopplace,monomodalStopPlace:47925
IDFM:monomodalStopPlace:47925,netex_zder_quay,41320
IDFM:monomodalStopPlace:47925,netex_zder_quay,472770
IDFM:monomodalStopPlace:47925,netex_zder_quay,472810
IDFM:monomodalStopPlace:47925,netex_zder_quay,monomodalStopPlace:47925
IDFM:monomodalStopPlace:47925,source,FR::monomodalStopPlace:47925:FR1
IDFM:monomodalStopPlace:422065,netex_monomodal_stopplace,monomodalStopPlace:422065
IDFM:monomodalStopPlace:422065,netex_zder_quay,41179
IDFM:monomodalStopPlace:422065,netex_zder_quay,470655
IDFM:monomodalStopPlace:422065,netex_zder_quay,472573
IDFM:monomodalStopPlace:422065,netex_zder_quay,472728
IDFM:monomodalStopPlace:422065,netex_zder_quay,monomodalStopPlace:422065
IDFM:monomodalStopPlace:422065,source,FR::monomodalStopPlace:422065:FR1
IDFM:monomodalStopPlace:47932,netex_monomodal_stopplace,monomodalStopPlace:47932
IDFM:monomodalStopPlace:47932,netex_zder_quay,41224
IDFM:monomodalStopPlace:47932,netex_zder_quay,472242
IDFM:monomodalStopPlace:47932,netex_zder_quay,472793
IDFM:monomodalStopPlace:47932,netex_zder_quay,monomodalStopPlace:47932
IDFM:monomodalStopPlace:47932,source,FR::monomodalStopPlace:47932:FR1
IDFM:monomodalStopPlace:46886,netex_monomodal_stopplace,monomodalStopPlace:46886
IDFM:monomodalStopPlace:46886,netex_zder_quay,41159
IDFM:monomodalStopPlace:46886,netex_zder_quay,472054
IDFM:monomodalStopPlace:46886,netex_zder_quay,472419
IDFM:monomodalStopPlace:46886,netex_zder_quay,monomodalStopPlace:46886
IDFM:monomodalStopPlace:46886,source,FR::monomodalStopPlace:46886:FR1
IDFM:monomodalStopPlace:46884,netex_monomodal_stopplace,monomodalStopPlace:46884
IDFM:monomodalStopPlace:46884,netex_zder_quay,41158
IDFM:monomodalStopPlace:46884,netex_zder_quay,470748
IDFM:monomodalStopPlace:46884,netex_zder_quay,471061
IDFM:monomodalStopPlace:46884,netex_zder_quay,monomodalStopPlace:46884
IDFM:monomodalStopPlace:46884,source,FR::monomodalStopPlace:46884:FR1
IDFM:monomodalStopPlace:47930,netex_monomodal_stopplace,monomodalStopPlace:47930
IDFM:monomodalStopPlace:47930,netex_zder_quay,41144
IDFM:monomodalStopPlace:47930,netex_zder_quay,471358
IDFM:monomodalStopPlace:47930,netex_zder_quay,472293
IDFM:monomodalStopPlace:47930,netex_zder_quay,monomodalStopPlace:47930
IDFM:monomodalStopPlace:47930,source,FR::monomodalStopPlace:47930:FR1
IDFM:monomodalStopPlace:47939,netex_monomodal_stopplace,monomodalStopPlace:47939
IDFM:monomodalStopPlace:47939,netex_zder_quay,41317
IDFM:monomodalStopPlace:47939,netex_zder_quay,470828
IDFM:monomodalStopPlace:47939,netex_zder_quay,472213
IDFM:monomodalStopPlace:47939,netex_zder_quay,monomodalStopPlace:47939
IDFM:monomodalStopPlace:47939,source,FR::monomodalStopPlace:47939:FR1
IDFM:monomodalStopPlace:47935,netex_monomodal_stopplace,monomodalStopPlace:47935
IDFM:monomodalStopPlace:47935,netex_zder_quay,41238
IDFM:monomodalStopPlace:47935,netex_zder_quay,471032
IDFM:monomodalStopPlace:47935,netex_zder_quay,472346
IDFM:monomodalStopPlace:47935,netex_zder_quay,monomodalStopPlace:47935
IDFM:monomodalStopPlace:47935,source,FR::monomodalStopPlace:47935:FR1
IDFM:monomodalStopPlace:47937,netex_monomodal_stopplace,monomodalStopPlace:47937
IDFM:monomodalStopPlace:47937,netex_zder_quay,41186
IDFM:monomodalStopPlace:47937,netex_zder_quay,471255
IDFM:monomodalStopPlace:47937,netex_zder_quay,471846
IDFM:monomodalStopPlace:47937,netex_zder_quay,monomodalStopPlace:47937
IDFM:monomodalStopPlace:47937,source,FR::monomodalStopPlace:47937:FR1
IDFM:monomodalStopPlace:46897,netex_monomodal_stopplace,monomodalStopPlace:46897
IDFM:monomodalStopPlace:46897,netex_zder_quay,41165
IDFM:monomodalStopPlace:46897,netex_zder_quay,471626
IDFM:monomodalStopPlace:46897,netex_zder_quay,472350
IDFM:monomodalStopPlace:46897,netex_zder_quay,monomodalStopPlace:46897
IDFM:monomodalStopPlace:46897,source,FR::monomodalStopPlace:46897:FR1
IDFM:monomodalStopPlace:47946,netex_monomodal_stopplace,monomodalStopPlace:47946
IDFM:monomodalStopPlace:47946,netex_zder_quay,41108
IDFM:monomodalStopPlace:47946,netex_zder_quay,470895
IDFM:monomodalStopPlace:47946,netex_zder_quay,471277
IDFM:monomodalStopPlace:47946,netex_zder_quay,monomodalStopPlace:47946
IDFM:monomodalStopPlace:47946,source,FR::monomodalStopPlace:47946:FR1
IDFM:monomodalStopPlace:46801,netex_monomodal_stopplace,monomodalStopPlace:46801
IDFM:monomodalStopPlace:46801,netex_zder_quay,41140
IDFM:monomodalStopPlace:46801,netex_zder_quay,472168
IDFM:monomodalStopPlace:46801,netex_zder_quay,472294
IDFM:monomodalStopPlace:46801,netex_zder_quay,472804
IDFM:monomodalStopPlace:46801,netex_zder_quay,monomodalStopPlace:46801
IDFM:monomodalStopPlace:46801,source,FR::monomodalStopPlace:46801:FR1
IDFM:monomodalStopPlace:47948,netex_monomodal_stopplace,monomodalStopPlace:47948
IDFM:monomodalStopPlace:47948,netex_zder_quay,41341
IDFM:monomodalStopPlace:47948,netex_zder_quay,471235
IDFM:monomodalStopPlace:47948,netex_zder_quay,471999
IDFM:monomodalStopPlace:47948,netex_zder_quay,monomodalStopPlace:47948
IDFM:monomodalStopPlace:47948,source,FR::monomodalStopPlace:47948:FR1
IDFM:monomodalStopPlace:47949,netex_monomodal_stopplace,monomodalStopPlace:47949
IDFM:monomodalStopPlace:47949,netex_zder_quay,41143
IDFM:monomodalStopPlace:47949,netex_zder_quay,471631
IDFM:monomodalStopPlace:47949,netex_zder_quay,472637
IDFM:monomodalStopPlace:47949,netex_zder_quay,monomodalStopPlace:47949
IDFM:monomodalStopPlace:47949,source,FR::monomodalStopPlace:47949:FR1
IDFM:monomodalStopPlace:47942,netex_monomodal_stopplace,monomodalStopPlace:47942
IDFM:monomodalStopPlace:47942,netex_zder_quay,41045
IDFM:monomodalStopPlace:47942,netex_zder_quay,471374
IDFM:monomodalStopPlace:47942,netex_zder_quay,472927
IDFM:monomodalStopPlace:47942,netex_zder_quay,monomodalStopPlace:47942
IDFM:monomodalStopPlace:47942,source,FR::monomodalStopPlace:47942:FR1
